0.084595,-0.003784,0.999146
0.087158,0.010010,1.007813
0.078979,-0.005127,1.005127
0.086792,-0.000122,1.011230
0.083984,0.004028,1.011353
0.084473,-0.001465,0.999390
0.088135,0.004883,0.997192
0.086914,0.003784,0.999634
0.076416,-0.003174,1.008057
0.084473,0.001709,1.003662
0.081055,0.002563,1.003174
0.083984,0.000977,1.001465
0.081421,-0.001343,0.994995
0.085083,-0.000732,0.994751
0.084473,-0.001099,1.004272
0.086304,-0.001953,1.004639
0.084351,0.000000,1.006104
0.084351,0.000854,0.998047
0.085693,0.005005,0.998413
0.085571,0.003296,1.005371
0.085571,0.003540,0.995239
0.084473,0.006348,1.008789
0.091431,0.001221,1.005615
0.085571,0.001953,1.005371
0.086792,0.003540,0.995239
0.081787,0.001709,1.000610
0.085449,0.000854,1.002319
0.081055,0.001709,1.007446
0.086060,0.003540,1.012207
0.085693,0.004028,0.999756
0.079346,0.002319,1.000854
0.083252,0.006592,1.002319
0.086182,0.003174,0.997314
0.086304,-0.000732,0.999390
0.087280,-0.001709,1.006348
0.085083,0.004639,1.002563
0.082031,-0.005493,0.997681
0.089478,0.004150,1.008423
0.088745,-0.000366,1.004028
0.081543,0.002930,1.000610
0.080566,0.008301,1.000854
0.082764,0.005005,1.002808
0.085083,0.006348,1.004150
0.082397,-0.001709,1.005859
0.083374,0.001099,1.005859
0.093994,-0.002075,1.008667
0.086548,0.000610,1.002197
0.082275,-0.003662,1.006470
0.084351,-0.001953,1.009277
0.080566,-0.002197,0.998169
0.084106,0.007202,1.000122
0.086548,0.002563,0.989502
0.084839,0.004028,1.011963
0.089600,-0.000854,1.012695
0.091187,0.003174,1.002930
0.083252,-0.001953,1.001831
0.089722,0.000977,1.004517
0.095581,0.002075,1.000854
0.084473,0.003906,1.001465
0.079956,-0.003662,1.007813
0.078491,0.002930,1.010132
0.085083,0.001465,1.009277
0.075806,-0.002808,1.003052
0.081909,0.001099,1.004517
0.078735,0.001221,1.003418
0.089722,0.000488,1.009644
0.092163,-0.001709,1.007568
0.085938,-0.003418,0.998291
0.086792,0.001221,1.005249
0.083984,0.005493,1.008911
0.089111,0.003540,1.003906
0.089722,-0.000122,1.008911
0.082031,0.001953,1.007935
0.080322,0.004395,1.001221
0.080444,0.006714,0.996216
0.082275,-0.001587,1.006226
0.088379,0.000244,1.002197
0.087158,-0.005127,1.000366
0.087646,0.002197,1.000488
0.088989,0.001221,1.002930
0.085083,0.001831,1.004272
0.085571,0.001953,1.005005
0.077271,0.001465,1.000977
0.083984,0.005493,1.007813
0.078979,0.002563,1.003906
0.082886,-0.008179,1.003052
0.076538,-0.005005,1.007446
0.087280,-0.001343,1.010376
0.092529,0.000488,0.999634
0.092529,-0.000610,0.997070
0.093140,0.003662,1.000854
0.085693,0.002808,1.001343
0.082031,0.004761,1.007080
0.076172,-0.000366,1.005615
0.074585,0.007324,1.004883
0.085449,0.006714,0.997925
0.091309,0.001221,1.006714
0.089722,0.000244,1.000854
0.084839,-0.002686,0.999023

